Timestamp;MoveID;SelectedColor;Score;FreeSlots;UnblockValue;TargetBus;Status
15:36:51;1;RGBA(0.055, 0.218, 0.753, 0.000);26000,00;5;6000,00;RGBA(0.055, 0.218, 0.753, 0.000);Executed
15:36:52;2;RGBA(0.055, 0.218, 0.753, 0.000);26000,00;5;6000,00;RGBA(0.055, 0.218, 0.753, 0.000);Executed
15:36:52;3;RGBA(0.055, 0.218, 0.753, 0.000);26000,00;5;6000,00;RGBA(0.055, 0.218, 0.753, 0.000);Executed
15:36:53;4;RGBA(0.753, 0.055, 0.736, 0.000);26000,00;5;0,00;RGBA(0.753, 0.055, 0.736, 0.000);Executed
15:36:53;5;RGBA(0.753, 0.055, 0.736, 0.000);26000,00;5;0,00;RGBA(0.753, 0.055, 0.736, 0.000);Executed
15:36:54;6;RGBA(0.753, 0.055, 0.736, 0.000);26000,00;5;0,00;RGBA(0.753, 0.055, 0.736, 0.000);Executed
15:36:55;7;RGBA(0.755, 0.055, 0.055, 0.000);26000,00;5;18000,00;RGBA(0.755, 0.055, 0.055, 0.000);Executed
15:36:55;8;RGBA(0.755, 0.055, 0.055, 0.000);26000,00;5;18000,00;RGBA(0.755, 0.055, 0.055, 0.000);Executed
15:36:55;9;RGBA(0.755, 0.055, 0.055, 0.000);26000,00;5;0,00;RGBA(0.755, 0.055, 0.055, 0.000);Executed
15:36:56;10;RGBA(0.055, 0.218, 0.753, 0.000);26000,00;5;18000,00;RGBA(0.055, 0.218, 0.753, 0.000);Executed
15:36:57;11;RGBA(0.055, 0.218, 0.753, 0.000);26000,00;5;18000,00;RGBA(0.055, 0.218, 0.753, 0.000);Executed
15:36:57;12;RGBA(0.055, 0.218, 0.753, 0.000);26000,00;5;0,00;RGBA(0.055, 0.218, 0.753, 0.000);Executed
15:36:58;13;RGBA(0.753, 0.055, 0.736, 0.000);26000,00;5;6000,00;RGBA(0.753, 0.055, 0.736, 0.000);Executed
15:36:59;14;RGBA(0.085, 0.753, 0.055, 0.000);24525,00;5;18000,00;RGBA(0.753, 0.055, 0.736, 0.000);Executed
15:36:59;15;RGBA(0.753, 0.055, 0.736, 0.000);26000,00;4;6000,00;RGBA(0.753, 0.055, 0.736, 0.000);Executed
15:36:59;16;RGBA(0.753, 0.055, 0.736, 0.000);26000,00;4;0,00;RGBA(0.753, 0.055, 0.736, 0.000);Executed
15:37:00;17;RGBA(0.085, 0.753, 0.055, 0.000);26000,00;5;18000,00;RGBA(0.085, 0.753, 0.055, 0.000);Executed
15:37:01;18;RGBA(0.085, 0.753, 0.055, 0.000);26000,00;5;0,00;RGBA(0.085, 0.753, 0.055, 0.000);Executed
15:37:02;19;RGBA(0.755, 0.055, 0.055, 0.000);26000,00;5;18000,00;RGBA(0.755, 0.055, 0.055, 0.000);Executed
15:37:02;20;RGBA(0.755, 0.055, 0.055, 0.000);26000,00;5;18000,00;RGBA(0.755, 0.055, 0.055, 0.000);Executed
15:37:02;21;RGBA(0.755, 0.055, 0.055, 0.000);26000,00;5;0,00;RGBA(0.755, 0.055, 0.055, 0.000);Executed
